"vuosi";"kunta18";"amuutto_lahto";"tyopaikka_muutto_lahto";"tyollistyy_muutto_lahto";"amuutto_tulo";"tyopaikka_muutto_tulo";"tyollistyy_muutto_tulo";"tyo_muutto_lahto";"tyo_muutto_tulo"
2013;791;206;29;31;120;20;10;60;30
2013;831;196;15;23;154;15;14;38;29
2013;832;122;14;30;95;18;12;44;30
2013;833;46;6;7;40;7;9;13;16
2013;834;241;27;38;200;27;11;65;38
2013;837;9219;1870;1042;10978;2033;1305;2912;3338
2013;844;48;NA;NA;51;NA;NA;6;9
2013;845;97;7;10;92;NA;NA;17;15
2013;846;187;36;38;95;16;10;74;26
2013;848;161;11;19;133;9;8;30;17
2013;849;129;14;23;61;7;10;37;17
2013;850;77;8;11;76;9;6;19;15
2013;851;763;96;94;516;73;49;190;122
2013;853;7362;1494;819;8639;1467;1178;2313;2645
2013;854;111;20;10;80;9;13;30;22
2013;857;85;7;12;109;10;11;19;21
2013;858;1710;333;153;1564;308;113;486;421
2013;859;282;33;43;207;24;23;76;47
2013;886;574;66;66;470;70;42;132;112
2013;887;185;20;18;137;20;15;38;35
2013;889;101;7;15;92;11;7;22;18
2013;890;44;4;6;44;12;6;10;18
2013;892;119;17;17;112;18;12;34;30
2013;893;154;17;28;113;13;13;45;26
2013;895;402;62;53;331;63;58;115;121
2013;905;2569;509;360;2682;487;398;869;885
2013;908;622;78;82;536;69;40;160;109
2013;911;85;13;8;65;NA;NA;21;21
2013;915;707;85;77;569;70;57;162;127
2013;918;80;10;14;74;NA;NA;24;16
2013;921;72;7;5;51;7;4;12;11
2013;922;166;24;11;163;21;8;35;29
2013;924;100;19;13;64;12;7;32;19
2013;925;137;14;20;91;15;5;34;20
2013;927;1058;194;89;1045;183;78;283;261
2013;931;183;21;29;142;26;16;50;42
2013;934;73;12;13;62;NA;NA;25;12
2013;935;106;13;15;89;15;13;28;28
2013;936;242;36;34;180;29;16;70;45
2013;941;4;NA;NA;16;NA;NA;NA;6
2013;946;171;17;15;152;22;10;32;32
2013;976;146;23;21;105;17;11;44;28
2013;977;523;90;67;565;69;73;157;142
2013;980;1258;174;124;1255;193;92;298;285
2013;981;90;9;13;71;10;7;22;17
2013;989;202;24;33;132;18;14;57;32
2013;992;580;67;62;429;60;29;129;89
2014;5;283;47;42;190;34;25;89;59
2014;9;107;9;12;60;4;5;21;9
2014;10;307;56;37;210;31;23;93;54
2014;16;344;30;28;340;36;18;58;54
2014;18;204;19;18;240;38;17;37;55
2014;19;168;17;19;144;17;14;36;31
2014;20;547;65;56;489;58;43;121;101
2014;35;4;NA;NA;9;NA;NA;NA;NA
2014;43;48;NA;NA;31;7;5;5;12
2014;46;34;NA;NA;34;NA;NA;9;5
2014;47;51;7;4;58;15;4;11;19
2014;49;10689;1724;957;11110;1898;1238;2681;3136
2014;50;301;37;27;243;34;24;64;58
2014;51;287;33;29;264;32;16;62;48
2014;52;80;14;12;59;11;9;26;20
2014;60;90;9;5;95;4;6;14;10
2014;61;698;101;85;617;72;60;186;132
2014;62;14;NA;NA;8;NA;NA;NA;NA
2014;65;17;NA;NA;13;NA;NA;NA;NA
2014;69;251;42;33;162;20;23;75;43
2014;71;269;27;35;162;13;24;62;37
2014;72;36;NA;NA;35;NA;NA;8;6
2014;74;31;NA;NA;17;NA;NA;5;4
2014;75;519;70;69;404;61;41;139;102
2014;76;75;7;7;70;11;4;14;15
2014;77;152;19;13;117;9;11;32;20
2014;78;285;34;45;211;30;17;79;47
2014;79;279;36;29;250;34;25;65;59
2014;81;104;11;9;108;10;9;20;19
2014;82;375;47;30;376;49;34;77;83
2014;86;374;57;35;367;61;24;92;85
2014;90;90;7;6;97;15;11;13;26
2014;91;20106;3205;1532;24389;4804;3480;4737;8284
2014;92;9798;1565;800;9790;1694;1022;2365;2716
2014;97;78;8;13;84;7;5;21;12
2014;98;1021;111;121;847;85;76;232;161
2014;99;58;5;4;40;NA;NA;9;12
2014;102;325;41;37;265;32;17;78;49
2014;103;82;9;13;77;9;5;22;14
2014;105;97;6;12;47;9;5;18;14
2014;106;1648;295;131;1694;317;176;426;493
2014;108;349;44;46;340;24;32;90;56
2014;109;2370;429;264;2342;387;247;693;634
2014;111;689;87;81;521;43;39;168;82
2014;139;299;25;36;278;21;31;61;52
2014;140;757;117;81;676;91;85;198;176
2014;142;226;20;33;192;34;15;53;49
2014;143;264;41;30;282;36;20;71;56
2014;145;369;49;42;387;52;39;91;91
2014;146;162;19;15;118;18;14;34;32
2014;148;263;49;36;302;77;50;85;127
2014;149;187;23;29;163;27;13;52;40
2014;151;52;NA;NA;39;5;4;9;9
2014;152;135;11;13;123;11;18;24;29
2014;153;789;114;90;742;115;78;204;193
2014;165;588;85;52;537;67;39;137;106
2014;167;2980;497;441;3353;420;397;938;817
2014;169;232;23;19;168;16;14;42;30
2014;170;167;17;13;227;21;15;30;36
2014;171;194;11;20;170;13;24;31;37
2014;172;146;14;12;110;12;8;26;20
2014;176;130;10;16;127;21;10;26;31
2014;177;52;8;4;45;NA;NA;12;9
2014;178;154;21;19;147;24;12;40;36
2014;179;5456;1070;796;5870;899;596;1866;1495
2014;181;47;8;5;55;NA;NA;13;10
2014;182;609;90;75;453;55;45;165;100
2014;186;1728;307;146;1853;316;168;453;484
2014;202;1230;129;132;1355;153;94;261;247
2014;204;106;12;11;81;9;7;23;16
2014;205;1357;223;197;1144;164;143;420;307
2014;208;315;30;49;281;46;26;79;72
2014;211;1122;122;116;1094;147;96;238;243
2014;213;154;20;13;117;11;8;33;19
2014;214;411;53;48;351;51;44;101;95
2014;216;49;5;4;37;NA;NA;9;6
2014;217;189;25;30;127;14;18;55;32
2014;218;59;10;7;27;5;4;17;9
2014;224;348;45;31;276;34;28;76;62
2014;226;117;17;12;84;9;9;29;18
2014;230;50;9;4;44;NA;NA;13;10
2014;231;58;7;4;46;NA;NA;11;9
2014;232;398;52;59;302;37;27;111;64
2014;233;466;77;52;327;62;47;129;109
2014;235;612;79;69;752;112;65;148;177
2014;236;127;23;14;105;20;16;37;36
2014;239;69;8;6;57;10;12;14;22
2014;240;844;113;126;641;57;68;239;125
2014;241;335;32;45;267;26;18;77;44
2014;244;811;99;90;819;97;66;189;163
2014;245;1752;304;135;1840;306;183;439;489
2014;249;354;35;31;296;26;35;66;61
2014;250;51;5;4;32;NA;NA;9;8
2014;256;47;6;5;54;NA;NA;11;12
2014;257;1574;219;147;1521;231;109;366;340
2014;260;324;32;45;194;12;24;77;36
2014;261;316;100;17;288;91;53;117;144
2014;263;218;22;20;171;20;20;42;40
2014;265;36;NA;NA;28;NA;NA;6;6
2014;271;239;29;26;226;26;15;55;41
2014;272;1162;204;149;1101;189;139;353;328
2014;273;175;37;16;119;37;16;53;53
2014;275;67;7;9;51;NA;NA;16;8
2014;276;557;52;64;617;78;52;116;130
2014;280;41;NA;NA;35;6;6;6;12
2014;284;67;11;9;70;6;7;20;13
2014;285;1569;267;203;1257;191;152;470;343
2014;286;1964;292;222;1548;237;171;514;408
2014;287;192;21;23;99;20;10;44;30
2014;288;160;22;21;118;18;8;43;26
2014;290;226;34;33;154;19;20;67;39
2014;291;44;NA;NA;46;NA;NA;7;8
2014;295;6;NA;NA;6;NA;NA;NA;NA
2014;297;4003;797;564;4725;742;547;1361;1289
2014;300;116;18;12;68;12;8;30;20
2014;301;587;84;100;410;54;32;184;86
2014;304;25;NA;NA;43;NA;NA;4;7
2014;305;528;93;83;433;97;48;176;145
2014;309;301;23;46;248;21;24;69;45
2014;312;42;9;5;23;NA;NA;14;4
2014;316;201;24;16;138;18;13;40;31
2014;317;81;NA;NA;57;NA;NA;20;16
2014;318;13;NA;NA;12;NA;NA;NA;7
2014;320;219;24;27;204;26;20;51;46
2014;322;187;23;15;151;16;16;38;32
2014;398;3961;668;439;4083;608;471;1107;1079
2014;399;224;25;18;224;31;21;43;52
2014;400;213;31;14;203;47;24;45;71
2014;402;318;37;37;274;32;24;74;56
2014;403;105;18;17;57;15;7;35;22
2014;405;2242;397;301;2188;353;283;698;636
2014;407;129;10;12;101;21;6;22;27
2014;408;389;63;38;396;73;48;101;121
2014;410;664;79;74;608;77;40;153;117
2014;416;110;11;17;112;9;9;28;18
2014;417;60;8;8;60;NA;NA;16;10
2014;418;873;108;101;998;120;69;209;189
2014;420;302;26;27;217;27;13;53;40
2014;421;21;NA;NA;21;NA;NA;7;6
2014;422;307;30;40;210;20;26;70;46
2014;423;681;73;75;645;90;52;148;142
2014;425;370;52;44;362;59;22;96;81
2014;426;533;54;68;458;45;47;122;92
2014;430;428;51;40;374;48;40;91;88
2014;433;323;44;32;260;34;15;76;49
2014;434;426;54;40;446;60;22;94;82
2014;435;14;NA;NA;31;NA;NA;NA;NA
2014;436;80;7;7;57;NA;NA;14;10
2014;438;6;NA;NA;4;NA;NA;NA;NA
2014;440;125;23;19;100;15;13;42;28
2014;441;132;19;13;127;9;5;32;14
2014;444;1379;212;126;1186;174;103;338;277
2014;445;341;37;43;356;54;26;80;80
2014;475;127;17;10;105;16;9;27;25
2014;478;447;53;42;473;75;46;95;121
2014;480;63;NA;NA;75;5;4;7;9
2014;481;339;47;45;310;57;27;92;84
2014;483;34;5;7;27;NA;NA;12;NA
2014;484;75;13;5;97;11;12;18;23
2014;489;70;7;10;62;8;7;17;15
2014;491;1605;309;207;1623;242;203;516;445
2014;494;320;28;45;264;22;18;73;40
2014;495;45;10;5;51;7;6;15;13
2014;498;93;15;9;84;18;12;24;30
2014;499;515;57;55;490;41;40;112;81
2014;500;393;47;47;364;39;38;94;77
2014;503;249;32;25;209;33;20;57;53
2014;504;78;9;7;78;NA;NA;16;13
2014;505;758;122;63;686;115;41;185;156
2014;507;160;25;16;152;16;19;41;35
2014;508;322;32;40;239;40;27;72;67
2014;529;658;81;80;603;72;40;161;112
2014;531;197;15;29;182;17;17;44;34
2014;535;272;35;32;213;30;18;67;48
2014;536;1133;167;115;1167;155;101;282;256
2014;538;192;26;20;149;23;8;46;31
2014;541;217;36;24;163;27;17;60;44
2014;543;1501;201;132;1444;228;104;333;332
2014;545;117;17;13;93;10;7;30;17
2014;560;563;69;58;505;62;31;127;93
2014;561;52;7;7;34;NA;NA;14;9
2014;562;301;34;43;278;28;22;77;50
2014;563;265;27;34;196;20;24;61;44
2014;564;5844;1077;862;6655;944;795;1939;1739
2014;576;107;12;12;68;10;4;24;14
2014;577;372;49;33;346;48;23;82;71
2014;578;127;14;12;106;11;11;26;22
2014;580;154;21;21;94;16;11;42;27
2014;581;151;28;18;150;18;13;46;31
2014;583;39;11;4;39;NA;NA;15;10
2014;584;77;12;12;55;8;7;24;15
2014;588;49;6;8;60;NA;NA;14;9
2014;592;149;13;18;108;9;11;31;20
2014;593;530;68;55;428;57;38;123;95
2014;595;125;9;16;136;16;10;25;26
2014;598;647;102;67;520;79;69;169;148
2014;599;239;50;19;211;35;19;69;54
2014;601;154;17;18;83;17;7;35;24
2014;604;881;124;87;968;147;74;211;221
2014;607;155;11;17;131;11;11;28;22
2014;608;105;11;17;58;NA;NA;28;7
2014;609;2251;368;279;2317;339;293;647;632
2014;611;211;31;17;194;27;18;48;45
2014;614;98;15;18;86;17;10;33;27
2014;615;306;44;49;176;19;22;93;41
2014;616;89;14;8;65;6;6;22;12
2014;619;91;10;13;74;5;6;23;11
2014;620;82;8;6;50;10;7;14;17
2014;623;48;6;5;69;8;10;11;18
2014;624;175;16;21;152;21;16;37;37
2014;625;125;11;21;51;11;6;32;17
2014;626;191;24;27;94;15;11;51;26
2014;630;59;6;11;52;8;9;17;17
2014;631;71;7;5;52;NA;NA;12;10
2014;635;222;19;25;207;17;16;44;33
2014;636;265;37;25;221;15;16;62;31
2014;638;1505;228;146;1474;237;169;374;406
2014;678;769;90;90;510;52;53;180;105
2014;680;1209;146;129;970;113;77;275;190
2014;681;104;13;16;72;7;7;29;14
2014;683;138;11;22;98;11;9;33;20
2014;684;1134;181;150;1018;147;133;331;280
2014;686;95;7;5;95;11;7;12;18
2014;687;34;NA;NA;45;4;5;7;9
2014;689;91;13;15;82;4;8;28;12
2014;691;82;17;14;56;6;10;31;16
2014;694;1177;191;136;1103;161;104;327;265
2014;697;49;NA;NA;51;NA;NA;6;11
2014;698;2126;428;295;2177;397;279;723;676
2014;700;199;18;22;134;15;8;40;23
2014;702;141;15;15;107;13;6;30;19
2014;704;219;20;25;201;18;18;45;36
2014;707;73;6;6;72;5;6;12;11
2014;710;698;93;82;723;108;85;175;193
2014;729;310;38;41;266;41;28;79;69
2014;732;109;17;9;60;NA;NA;26;17
2014;734;1340;180;174;1078;141;69;354;210
2014;736;58;6;5;64;8;7;11;15
2014;738;112;15;12;99;19;5;27;24
2014;739;99;11;15;76;NA;NA;26;15
2014;740;1138;187;161;987;162;111;348;273
2014;742;34;NA;NA;23;NA;NA;5;10
2014;743;1947;346;220;2170;351;320;566;671
2014;746;177;21;27;99;10;13;48;23
2014;747;52;6;4;43;NA;NA;10;8
2014;748;203;19;20;121;11;14;39;25
2014;749;892;122;96;802;114;78;218;192
2014;751;98;8;9;66;5;10;17;15
2014;753;663;106;69;674;90;49;175;139
2014;755;290;47;23;289;30;16;70;46
2014;758;260;35;30;211;48;37;65;85
2014;759;55;8;12;48;8;7;20;15
2014;761;192;25;23;219;28;22;48;50
2014;762;161;16;24;109;10;8;40;18
2014;765;335;49;43;281;27;31;92;58
2014;766;NA;NA;NA;NA;NA;NA;NA;NA
2014;768;60;NA;NA;71;9;10;17;19
2014;771;39;4;4;32;NA;NA;8;5
2014;777;231;35;30;144;20;18;65;38
2014;778;182;28;24;180;26;16;52;42
2014;781;113;13;11;110;5;9;24;14
2014;783;208;30;25;170;27;19;55;46
2014;785;116;15;17;94;7;6;32;13
2014;790;710;81;68;598;82;53;149;135
2014;791;171;27;16;144;27;16;43;43
2014;831;187;23;30;166;19;12;53;31
2014;832;128;15;25;102;20;12;40;32
2014;833;52;6;7;37;NA;NA;13;5
2014;834;241;36;41;195;23;11;77;34
2014;837;9442;1733;1113;11179;1884;1380;2846;3264
2014;844;76;6;6;50;6;5;12;11
2014;845;129;12;14;79;11;4;26;15
2014;846;153;16;19;86;NA;NA;35;15
2014;848;170;13;20;125;12;10;33;22
2014;849;101;11;14;75;10;13;25;23
2014;850;82;5;6;86;4;12;11;16
2014;851;697;93;97;550;68;58;190;126
2014;853;7417;1407;866;8452;1207;1040;2273;2247
2014;854;103;19;14;78;12;5;33;17
2014;857;92;NA;NA;68;NA;NA;10;9
2014;858;1741;279;154;1532;224;122;433;346
2014;859;260;14;35;225;22;19;49;41
2014;886;572;60;67;475;52;50;127;102
2014;887;180;18;21;106;16;8;39;24
2014;889;103;13;10;57;13;5;23;18
2014;890;70;16;7;64;17;10;23;27
2014;892;111;12;10;106;6;10;22;16
2014;893;136;25;12;105;22;11;37;33
2014;895;398;75;44;544;109;180;119;289
2014;905;2544;514;332;2732;460;328;846;788
2014;908;596;70;78;572;68;46;148;114
2014;911;70;9;8;69;10;8;17;18
2014;915;730;89;98;600;81;50;187;131
2014;918;68;8;7;72;15;8;15;23
2014;921;58;4;6;53;NA;NA;10;8
2014;922;177;27;15;168;18;14;42;32
2014;924;67;10;10;64;11;9;20;20
2014;925;109;6;14;79;15;13;20;28
2014;927;1105;156;92;1010;151;88;248;239
2014;931;181;27;28;133;14;18;55;32
2014;934;90;9;13;54;8;9;22;17
2014;935;110;17;11;88;12;7;28;19
2014;936;231;29;38;166;30;16;67;46
2014;941;13;NA;NA;10;NA;NA;NA;4
2014;946;175;19;18;109;19;11;37;30
2014;976;145;25;22;74;15;7;47;22
2014;977;532;79;85;568;80;60;164;140
2014;980;1179;147;132;1374;151;104;279;255
2014;981;95;11;16;98;9;13;27;22
2014;989;184;22;26;133;19;12;48;31
2014;992;567;64;69;470;42;38;133;80
2015;5;289;45;29;174;31;13;74;44
2015;9;96;14;19;74;12;7;33;19
2015;10;292;49;24;251;37;23;73;60
2015;16;290;35;31;281;29;27;66;56
2015;18;232;37;18;201;27;17;55;44
2015;19;175;19;15;148;15;11;34;26
2015;20;577;58;54;565;82;49;112;131
2015;35;18;NA;NA;17;NA;NA;7;NA
2015;43;34;4;4;33;4;4;8;8
2015;46;51;NA;NA;33;NA;NA;9;NA
2015;47;55;4;9;44;8;5;13;13
2015;49;10962;1861;1003;11727;2125;1362;2864;3487
2015;50;371;62;53;264;41;34;115;75
2015;51;291;37;40;265;25;27;77;52
2015;52;94;13;12;43;5;4;25;9
2015;60;110;10;9;93;9;11;19;20
2015;61;647;107;61;637;68;82;168;150
2015;62;16;NA;NA;13;NA;NA;4;4
2015;65;16;NA;NA;11;NA;NA;5;NA
2015;69;220;39;34;168;20;18;73;38
2015;71;233;31;39;186;24;23;70;47
2015;72;35;NA;NA;32;NA;NA;6;7
2015;74;31;5;4;27;5;7;9;12
2015;75;544;72;64;422;57;44;136;101
2015;76;64;7;7;70;7;8;14;15
2015;77;164;18;22;136;12;7;40;19
2015;78;278;33;34;203;25;17;67;42
2015;79;254;29;16;220;24;15;45;39
2015;81;147;20;16;95;9;8;36;17
2015;82;381;63;51;351;41;16;114;57
2015;86;413;62;26;341;45;29;88;74
2015;90;105;13;13;71;6;7;26;13
2015;91;21421;3724;1752;25470;5292;3762;5476;9054
2015;92;9867;1701;803;10945;2047;1159;2504;3206
2015;97;95;6;10;79;7;8;16;15
2015;98;942;108;115;802;96;70;223;166
2015;99;47;7;8;44;9;4;15;13
2015;102;308;41;41;271;44;21;82;65
2015;103;90;8;7;63;NA;NA;15;11
2015;105;68;NA;NA;35;5;6;12;11
2015;106;1778;316;164;1732;279;194;480;473
2015;108;344;34;47;365;44;40;81;84
2015;109;2355;456;215;2267;393;253;671;646
2015;111;619;87;71;586;75;58;158;133
2015;139;335;35;38;284;23;35;73;58
2015;140;810;142;92;685;82;100;234;182
2015;142;200;27;13;195;27;17;40;44
2015;143;316;44;31;260;25;24;75;49
2015;145;415;54;48;364;43;29;102;72
2015;146;164;14;18;82;4;11;32;15
2015;148;268;59;29;260;70;45;88;115
2015;149;190;29;8;165;25;10;37;35
2015;151;70;10;7;32;4;5;17;9
2015;152;160;20;12;101;11;9;32;20
2015;153;744;109;84;637;80;66;193;146
2015;165;566;78;54;553;74;44;132;118
2015;167;3124;535;473;3425;420;361;1008;781
2015;169;232;28;32;165;21;19;60;40
2015;170;160;12;12;196;17;14;24;31
2015;171;186;16;25;158;18;14;41;32
2015;172;141;19;12;105;10;14;31;24
2015;176;140;12;14;103;22;11;26;33
2015;177;69;6;5;51;NA;NA;11;6
2015;178;192;31;27;158;27;17;58;44
2015;179;5591;1124;818;6367;971;773;1942;1744
2015;181;65;8;11;29;NA;NA;19;4
2015;182;606;77;81;465;67;46;158;113
2015;186;1791;318;151;1977;347;182;469;529
2015;202;1293;164;160;1413;163;111;324;274
2015;204;117;11;15;110;6;6;26;12
2015;205;1332;248;178;1177;193;174;426;367
2015;208;336;49;46;285;41;42;95;83
2015;211;1168;162;134;1171;179;113;296;292
2015;213;160;15;22;148;20;11;37;31
2015;214;425;67;57;334;54;38;124;92
2015;216;42;NA;NA;44;NA;NA;6;6
2015;217;197;25;28;150;18;17;53;35
2015;218;40;8;7;21;NA;NA;15;4
2015;224;288;41;32;283;37;23;73;60
2015;226;102;9;15;108;17;7;24;24
2015;230;56;10;6;51;5;4;16;9
2015;231;62;6;11;22;NA;NA;17;4
2015;232;419;69;52;307;46;37;121;83
2015;233;452;59;59;331;56;32;118;88
2015;235;662;106;81;689;92;68;187;160
2015;236;122;20;17;128;23;16;37;39
2015;239;64;15;6;70;20;7;21;27
2015;240;791;100;108;643;77;70;208;147
2015;241;334;44;40;259;27;35;84;62
2015;244;800;105;88;772;114;73;193;187
2015;245;2003;325;169;1761;293;216;494;509
2015;249;300;44;45;293;39;20;89;59
2015;250;59;11;12;28;4;8;23;12
2015;256;47;10;5;33;6;6;15;12
2015;257;1578;255;134;1694;281;130;389;411
2015;260;281;24;38;208;33;18;62;51
2015;261;307;74;33;267;89;36;107;125
2015;263;226;33;27;132;19;15;60;34
2015;265;47;9;5;33;NA;NA;14;6
2015;271;253;26;21;212;22;19;47;41
2015;272;1215;229;141;1153;215;182;370;397
2015;273;146;32;20;159;48;31;52;79
2015;275;88;9;9;57;6;6;18;12
2015;276;623;68;70;621;67;64;138;131
2015;280;50;NA;NA;30;5;5;8;10
2015;284;86;10;10;56;10;8;20;18
2015;285;1528;257;177;1414;193;143;434;336
2015;286;2038;371;267;1659;271;209;638;480
2015;287;141;20;21;92;15;5;41;20
2015;288;148;22;17;144;22;18;39;40
2015;290;202;19;31;126;27;15;50;42
2015;291;52;4;4;54;NA;NA;8;7
2015;295;11;NA;NA;5;NA;NA;5;NA
2015;297;4200;861;627;4766;814;554;1488;1368
2015;300;90;14;9;91;19;6;23;25
2015;301;658;97;103;397;55;49;200;104
2015;304;22;NA;NA;37;7;5;8;12
2015;305;520;92;72;374;70;52;164;122
2015;309;282;25;28;257;22;29;53;51
2015;312;40;6;8;21;5;5;14;10
2015;316;194;19;23;159;15;22;42;37
2015;317;88;14;14;49;8;8;28;16
2015;318;10;NA;NA;7;NA;NA;NA;4
2015;320;217;28;33;188;38;15;61;53
2015;322;169;12;28;172;18;20;40;38
2015;398;4134;731;477;4046;636;497;1208;1133
2015;399;219;29;23;221;23;14;52;37
2015;400;230;41;20;194;25;29;61;54
2015;402;299;32;35;261;42;28;67;70
2015;403;98;9;13;64;9;5;22;14
2015;405;2449;475;368;2322;380;270;843;650
2015;407;115;19;12;103;9;9;31;18
2015;408;478;75;57;347;53;32;132;85
2015;410;673;70;82;641;93;57;152;150
2015;416;101;7;16;67;NA;NA;23;9
2015;417;81;4;9;116;17;10;13;27
2015;418;852;98;87;935;142;86;185;228
2015;420;289;38;28;268;33;26;66;59
2015;421;35;6;7;20;NA;NA;13;NA
2015;422;375;33;35;221;32;25;68;57
2015;423;734;104;81;660;87;51;185;138
2015;425;335;44;45;314;43;35;89;78
2015;426;502;46;54;504;61;38;100;99
2015;430;473;68;58;393;53;35;126;88
2015;433;303;32;32;234;32;14;64;46
2015;434;503;65;49;432;67;27;114;94
2015;435;21;NA;NA;33;NA;NA;NA;6
2015;436;76;7;13;49;NA;NA;20;7
2015;438;15;NA;NA;NA;NA;NA;NA;NA
2015;440;149;28;17;114;19;8;45;27
2015;441;146;14;14;105;17;11;28;28
2015;444;1431;234;143;1173;189;98;377;287
2015;445;385;48;49;346;43;28;97;71
2015;475;121;12;15;106;11;9;27;20
2015;478;494;56;43;476;78;57;99;135
2015;480;87;6;15;62;9;4;21;13
2015;481;408;52;46;321;44;17;98;61
2015;483;44;4;6;21;NA;NA;10;6
2015;484;84;7;14;44;NA;NA;21;8
2015;489;68;10;10;53;7;7;20;14
2015;491;1701;332;264;1676;295;204;596;499
2015;494;279;29;29;292;33;24;58;57
2015;495;59;10;5;41;7;5;15;12
2015;498;91;21;9;85;21;13;30;34
2015;499;534;57;59;513;59;48;116;107
2015;500;412;52;49;410;50;47;101;97
2015;503;252;41;33;209;23;22;74;45
2015;504;89;11;6;69;NA;NA;17;15
2015;505;754;115;74;715;119;52;189;171
2015;507;168;26;11;129;11;6;37;17
2015;508;326;38;49;251;37;17;87;54
2015;529;657;87;83;670;89;47;170;136
2015;531;189;22;21;171;16;8;43;24
2015;535;304;36;47;201;28;23;83;51
2015;536;1152;165;113;1276;201;109;278;310
2015;538;190;14;24;170;24;9;38;33
2015;541;211;28;24;167;34;18;52;52
2015;543;1481;249;144;1405;260;94;393;354
2015;545;150;17;26;107;11;10;43;21
2015;560;580;76;64;575;71;57;140;128
2015;561;59;15;7;31;6;4;22;10
2015;562;383;42;46;280;30;23;88;53
2015;563;267;33;42;178;21;22;75;43
2015;564;6064;1158;974;6765;1065;788;2132;1853
2015;576;78;9;9;72;NA;NA;18;11
2015;577;374;59;37;347;54;39;96;93
2015;578;117;17;18;82;11;7;35;18
2015;580;155;20;19;107;22;9;39;31
2015;581;164;26;17;164;20;8;43;28
2015;583;32;7;4;49;NA;NA;11;16
2015;584;64;12;7;59;11;4;19;15
2015;588;72;NA;NA;47;4;4;9;8
2015;592;151;14;25;105;10;14;39;24
2015;593;526;61;61;419;67;44;122;111
2015;595;126;14;17;99;13;4;31;17
2015;598;694;91;72;486;81;46;163;127
2015;599;287;38;30;254;25;18;68;43
2015;601;115;20;11;120;14;17;31;31
2015;604;843;118;85;894;134;71;203;205
2015;607;154;22;20;124;12;13;42;25
2015;608;79;7;5;60;9;4;12;13
2015;609;2274;423;285;2285;325;228;708;553
2015;611;214;32;19;165;30;14;51;44
2015;614;125;18;10;59;9;6;28;15
2015;615;291;34;39;189;39;19;73;58
2015;616;91;10;8;65;8;5;18;13
2015;619;97;11;7;56;4;5;18;9
2015;620;84;4;10;69;13;9;14;22
2015;623;62;10;11;48;11;5;21;16
2015;624;189;15;18;168;16;14;33;30
2015;625;123;17;11;71;10;12;28;22
2015;626;152;17;15;115;17;18;32;35
2015;630;50;7;13;50;4;14;20;18
2015;631;65;8;11;56;5;7;19;12
2015;635;231;25;34;191;23;18;59;41
2015;636;301;34;45;234;29;23;79;52
2015;638;1599;234;174;1501;241;173;408;414
2015;678;739;92;83;481;70;51;175;121
2015;680;1191;145;117;1101;134;95;262;229
2015;681;100;14;10;96;9;5;24;14
2015;683;147;15;25;86;12;9;40;21
2015;684;1181;217;163;1022;163;143;380;306
2015;686;116;12;13;87;7;7;25;14
2015;687;53;8;8;54;6;5;16;11
2015;689;108;12;9;100;18;6;21;24
2015;691;88;14;14;63;17;5;28;22
2015;694;1234;213;131;1121;177;124;344;301
2015;697;58;5;4;25;5;4;9;9
2015;698;2291;497;345;2350;468;314;842;782
2015;700;167;18;21;138;15;11;39;26
2015;702;133;16;13;121;14;12;29;26
2015;704;244;25;41;228;23;21;66;44
2015;707;105;6;10;55;6;6;16;12
2015;710;779;124;97;613;76;57;221;133
2015;729;302;38;46;226;27;16;84;43
2015;732;108;17;12;90;16;15;29;31
2015;734;1356;206;172;1107;143;96;378;239
2015;736;61;4;10;71;NA;NA;14;17
2015;738;108;9;17;105;16;4;26;20
2015;739;113;17;15;77;9;6;32;15
2015;740;1136;197;173;991;120;118;370;238
2015;742;40;9;6;17;NA;NA;15;5
2015;743;2112;417;243;2414;425;291;660;716
2015;746;162;25;23;104;14;11;48;25
2015;747;60;4;9;31;NA;NA;13;6
2015;748;199;24;18;136;18;10;42;28
2015;749;850;130;91;783;111;95;221;206
2015;751;104;10;14;75;13;6;24;19
2015;753;691;115;78;873;135;79;193;214
2015;755;303;49;31;264;42;19;80;61
2015;758;283;81;24;243;55;43;105;98
2015;759;74;6;11;52;NA;NA;17;7
2015;761;239;35;32;226;26;11;67;37
2015;762;130;12;10;108;18;6;22;24
2015;765;311;40;33;294;58;33;73;91
2015;766;NA;NA;NA;NA;NA;NA;NA;NA
2015;768;89;10;8;73;NA;NA;18;17
2015;771;36;4;6;40;NA;NA;10;6
2015;777;230;19;21;135;22;9;40;31
2015;778;197;26;24;206;25;25;50;50
2015;781;123;13;16;114;12;11;29;23
2015;783;226;25;21;149;30;17;46;47
2015;785;110;9;18;73;4;7;27;11
2015;790;718;87;82;629;63;54;169;117
2015;791;189;26;19;114;12;14;45;26
2015;831;186;20;12;178;25;8;32;33
2015;832;138;27;22;103;14;16;49;30
2015;833;60;7;7;53;NA;NA;14;14
2015;834;267;40;36;194;22;15;76;37
2015;837;9873;1905;1244;11310;1903;1451;3149;3354
2015;844;37;NA;NA;33;NA;NA;4;8
2015;845;115;10;16;93;11;12;26;23
2015;846;145;20;23;122;21;17;43;38
2015;848;148;15;19;139;12;10;34;22
2015;849;128;15;16;73;7;10;31;17
2015;850;85;6;6;69;6;5;12;11
2015;851;755;81;130;571;75;60;211;135
